,postcode,easting,northing,soilType,elevation,localAuthority,riskLabel,medianPrice,historicallyFlooded,postcodeDistrict,catsPerHousehold,dogsPerHousehold
21093,LE17,458734,279302,Planosols,100,Harborough,1,428100.0,False,LE17,0.312108953,0.357933108
21094,BD22,405003,441170,Unsurveyed/Urban,160,Bradford,1,147300.0,False,BD22,0.174243398,0.199825992
21095,NG12,470286,333188,Cambisols,30,Rushcliffe,1,275500.0,False,NG12,0.8470616,0.971428051
21096,LS7,431322,436736,Unsurveyed/Urban,90,Leeds,1,430400.0,False,LS7,0.286779413,0.32888466
21097,WF15,417886,424346,Unsurveyed/Urban,160,Kirklees,1,154800.0,False,WF15,0.161282172,0.184961786
21098,BD10,417541,438062,Unsurveyed/Urban,160,Bradford,1,186800.0,False,BD10,0.385197682,0.4417528
21099,BD22,402851,438782,Unsurveyed/Urban,240,Bradford,1,174600.0,False,BD22,0.174243398,0.199825992
21100,TS9,456279,510625,Stagnosols,90,Hambleton,1,255500.0,False,TS9,0.755046092,0.865902732
21101,NG18,454469,362248,Unsurveyed/Urban,100,Mansfield,1,237100.0,False,NG18,0.121463715,0.139297142
21102,NR33,654094,291649,Unsurveyed/Urban,10,East Suffolk,1,193900.0,False,NR33,0.708901205,0.812982806
21103,NE3,424229,568563,Unsurveyed/Urban,60,Newcastle upon Tyne,1,268600.0,False,NE3,0.286771037,0.328875054
21104,NN16,499524,278638,Cambisols,30,North Northamptonshire,1,,False,NN16,0.432972025,0.496541421
21105,TS7,453748,517194,Unsurveyed/Urban,50,Redcar and Cleveland,1,139700.0,False,TS7,0.072738395,0.08341792
21106,BD17,414104,438426,Unsurveyed/Urban,70,Bradford,1,275200.0,False,BD17,0.420959603,0.482765322
21107,NE13,424373,572844,Stagnosols,60,North Tyneside,1,203300.0,False,NE13,0.37877376,0.434385711
21108,LE11,453150,317240,Luvisols,70,Charnwood,1,229000.0,False,LE11,0.118148023,0.135494637
21109,DE1,435996,335424,Unsurveyed/Urban,50,Derby,1,,False,DE1,0.757814352,0.869077431
21110,NE5,417900,567731,Unsurveyed/Urban,100,Newcastle upon Tyne,1,206000.0,False,NE5,0.176319432,0.202206832
21111,DE56,435977,348719,Planosols,120,Amber Valley,1,173400.0,False,DE56,0.647855319,0.7429741
21112,S2,437060,385521,Unsurveyed/Urban,150,Sheffield,1,130400.0,False,S2,0.135407378,0.155288027
21113,B13,407610,283014,Unsurveyed/Urban,150,Birmingham,1,363300.0,False,B13,0.104947225,0.120355684
21114,NE9,428731,557935,Cambisols,130,Sunderland,1,158600.0,False,NE9,0.437253144,0.501451098
21115,CW12,387043,365673,Luvisols,120,Cheshire East,1,274400.0,False,CW12,1.036191564,1.188326269
21116,LE67,440602,313352,Cambisols,140,North West Leicestershire,1,243100.0,False,LE67,0.204597756,0.234637008
21117,CW1,370702,356436,Unsurveyed/Urban,50,Cheshire East,1,84800.0,False,CW1,0.565202958,0.648186635
21118,SK17,406301,372558,Unsurveyed/Urban,320,High Peak,1,159800.0,False,SK17,0.518071565,0.594135362
21119,PE7,527437,297197,Unsurveyed/Urban,10,Fenland,1,254200.0,False,PE7,0.27887407,0.319818647
21120,M34,393918,394568,Unsurveyed/Urban,100,Tameside,1,168600.0,False,M34,0.206154432,0.236422237
21121,DH3,427900,554915,Unsurveyed/Urban,60,Gateshead,1,290700.0,False,DH3,0.50040101,0.573870398
21122,NE3,424646,569808,Stagnosols,50,Newcastle upon Tyne,8,328200.0,False,NE3,0.286771037,0.328875054
21123,NG18,453000,361000,Unsurveyed/Urban,120,Mansfield,1,231500.0,False,NG18,0.121463715,0.139297142
21124,WS1,401356,298698,Unsurveyed/Urban,120,Walsall,1,,False,WS1,0.172584535,0.197923573
21125,DE7,448740,326791,Cambisols,40,North West Leicestershire,1,,False,DE7,0.304139997,0.348794143
21126,NG1,456602,339989,Unsurveyed/Urban,70,Nottingham,1,313800.0,False,NG1,0.271831346,0.311741902
21127,LE8,468121,293686,Stagnosols,110,Harborough,1,386400.0,False,LE8,0.348469912,0.399632621
21128,B28,410103,279284,Unsurveyed/Urban,130,Birmingham,1,270500.0,False,B28,0.202314854,0.232018928
21129,B8,410152,286683,Unsurveyed/Urban,130,Birmingham,1,177200.0,False,B8,0.062358566,0.071514115
21130,NR31,652427,304926,Unsurveyed/Urban,10,Great Yarmouth,1,213700.0,False,NR31,0.123873672,0.142060931
21131,DH9,416841,551635,Unsurveyed/Urban,230,County Durham,1,105800.0,False,DH9,0.126012326,0.144513584
21132,HU9,515313,429867,Unsurveyed/Urban,10,"Kingston upon Hull, City of",6,115100.0,False,HU9,0.419949904,0.481607379
21133,SK17,406305,373607,Unsurveyed/Urban,290,High Peak,10,263900.0,False,SK17,0.518071565,0.594135362
21134,YO12,503141,489421,Unsurveyed/Urban,40,Scarborough,1,185400.0,False,YO12,0.283344475,0.324945401
21135,WF9,442479,412724,Cambisols,80,Wakefield,1,240400.0,False,WF9,0.343939113,0.394436605
21136,DN22,470855,381212,Unsurveyed/Urban,20,Bassetlaw,6,179400.0,False,DN22,0.382147995,0.438255354
21137,CW11,374646,359313,Gleysols,50,Cheshire East,1,301300.0,False,CW11,0.456605955,0.523645308
21138,DE2,437031,339099,Luvisols,90,Derby,1,,False,,,
21139,NE1,425100,564400,Unsurveyed/Urban,40,Newcastle upon Tyne,1,1328300.0,False,NE1,0.381877092,0.437944677
21140,DN17,482800,411600,Cambisols,0,North Lincolnshire,1,159100.0,False,DN17,0.382050985,0.438144102
21141,DN14,475953,426295,Cambisols,10,East Riding of Yorkshire,6,120900.0,False,DN14,0.412275423,0.472806123
21142,OL14,393900,424200,Cambisols,130,Calderdale,1,123300.0,True,OL14,0.565057203,0.64801948
21143,HG2,432834,455629,Unsurveyed/Urban,90,Harrogate,1,158200.0,False,HG2,0.332153316,0.380920406
21144,NR10,609979,324545,Luvisols,50,Broadland,1,361200.0,False,NR10,0.470583086,0.539674576
21145,NE8,424800,562900,Unsurveyed/Urban,60,Gateshead,1,129000.0,False,NE8,0.192941594,0.221269476
21146,YO23,460205,450584,Unsurveyed/Urban,10,York,1,383200.0,False,YO23,0.407668959,0.467523332
21147,NG12,458183,338985,Unsurveyed/Urban,30,Nottingham,1,346500.0,False,NG12,0.8470616,0.971428051
21148,B23,408928,292045,Unsurveyed/Urban,110,Birmingham,1,177200.0,False,B23,0.125224544,0.143610139
21149,NN16,488116,279269,Unsurveyed/Urban,70,North Northamptonshire,1,160600.0,False,NN16,0.432972025,0.496541421
21150,PE37,582444,308347,Arenosols,70,Breckland,1,227300.0,False,PE37,0.494244475,0.566809954
21151,S63,444431,402553,Unsurveyed/Urban,30,Barnsley,1,89900.0,False,S63,0.334108712,0.383162895
21152,NR14,628151,303753,Luvisols,30,South Norfolk,1,649100.0,False,NR14,1.587804001,1.820927009
21153,HX3,412963,426990,Cambisols,170,Calderdale,1,239500.0,False,HX3,0.389607384,0.446809939
21154,YO26,457569,452676,Unsurveyed/Urban,10,York,1,255700.0,False,YO26,0.694474347,0.796437781
21155,DH9,416737,552192,Unsurveyed/Urban,220,County Durham,1,95100.0,False,DH9,0.126012326,0.144513584
21156,DE6,418585,345552,Cambisols,170,Derbyshire Dales,1,231200.0,False,DE6,0.749624832,0.859685516
21157,SK17,405652,373062,Unsurveyed/Urban,310,High Peak,1,273600.0,False,SK17,0.518071565,0.594135362
21158,PE7,517769,293897,Unsurveyed/Urban,10,Peterborough,1,264400.0,False,PE7,0.27887407,0.319818647
21159,NR5,618401,310355,Unsurveyed/Urban,30,South Norfolk,1,254100.0,False,NR5,0.383234686,0.439501595
21160,PE24,550141,359445,Gleysols,0,East Lindsey,6,203400.0,False,PE24,0.20488718,0.234968926
21161,NR18,610891,301636,Luvisols,40,South Norfolk,1,,False,NR18,0.321666321,0.368893699
21162,TS23,446065,524973,Unsurveyed/Urban,20,Stockton-on-Tees,1,154000.0,False,TS23,0.396926626,0.455203799
21163,SR8,442251,543815,Luvisols,110,County Durham,1,137500.0,False,SR8,0.086648181,0.099369955
21164,HU17,504769,439494,Unsurveyed/Urban,10,East Riding of Yorkshire,1,207200.0,False,HU17,0.39812983,0.456583659
21165,NR21,597793,335731,Stagnosols,60,North Norfolk,1,396000.0,False,NR21,0.928226673,1.064509863
21166,SR6,440099,559701,Unsurveyed/Urban,30,Sunderland,1,180200.0,False,SR6,0.237598112,0.27248251
21167,S71,435575,408501,Unsurveyed/Urban,100,Barnsley,1,147600.0,False,S71,0.229536674,0.263237484
21168,WF9,442575,412361,Planosols,80,Wakefield,1,262500.0,False,WF9,0.343939113,0.394436605
21169,S73,439328,403212,Unsurveyed/Urban,70,Barnsley,1,69800.0,False,S73,0.092152579,0.105682515
21170,WF2,435507,416725,Cambisols,60,Wakefield,1,330300.0,False,WF2,0.534750582,0.61326321
21171,NE21,418600,563100,Unsurveyed/Urban,20,Gateshead,1,171800.0,False,NE21,0.137992235,0.158252396
21172,HD5,415764,416449,Unsurveyed/Urban,90,Kirklees,1,163900.0,False,HD5,0.152694405,0.175113153
21173,CW1,370300,356000,Unsurveyed/Urban,60,Cheshire East,1,83900.0,False,CW1,0.565202958,0.648186635
21174,NE34,438855,565689,Unsurveyed/Urban,30,South Tyneside,1,275500.0,False,NE34,0.170903814,0.195996087
21175,M43,389216,398386,Unsurveyed/Urban,90,Tameside,1,143000.0,False,M43,0.109030905,0.125038934
21176,TS8,449672,514531,Unsurveyed/Urban,50,Middlesbrough,1,189900.0,False,TS8,0.137883907,0.158128163
21177,LN12,550200,384800,Gleysols,0,East Lindsey,1,131300.0,True,LN12,0.337053114,0.386539597
21178,PE14,549926,317703,Gleysols,0,King's Lynn and West Norfolk,8,270800.0,False,PE14,0.301604099,0.345885922
21179,LS11,428700,432200,Unsurveyed/Urban,40,Leeds,1,315500.0,False,LS11,0.107254845,0.123002111
21180,PE12,548691,320594,Gleysols,0,South Holland,1,217800.0,False,PE12,0.218685971,0.250793669
21181,TS8,450368,514333,Stagnosols,50,Middlesbrough,1,244200.0,False,TS8,0.137883907,0.158128163
21182,DN32,527410,410115,Unsurveyed/Urban,10,North East Lincolnshire,1,125100.0,False,DN32,0.304108417,0.348757926
21183,NE12,427400,571100,Unsurveyed/Urban,60,North Tyneside,1,,False,NE12,0.191230736,0.219307428
21184,HG3,427694,456584,Stagnosols,100,Harrogate,1,409500.0,False,HG3,0.507925103,0.582499186
21185,S97,444338,401531,Unsurveyed/Urban,20,Rotherham,1,,False,S97,0.0,0.0
21186,LS2,430000,434500,Unsurveyed/Urban,70,Leeds,1,298000.0,False,LS2,0.10394305,0.119204075
21187,NE5,421455,565655,Unsurveyed/Urban,100,Newcastle upon Tyne,1,166000.0,False,NE5,0.176319432,0.202206832
21188,NN16,486533,278774,Unsurveyed/Urban,80,North Northamptonshire,1,175100.0,False,NN16,0.432972025,0.496541421
21189,LS27,424079,428316,Unsurveyed/Urban,170,Leeds,1,263900.0,False,LS27,0.788486378,0.904252755
21190,NN14,480515,282755,Luvisols,100,North Northamptonshire,1,694200.0,False,NN14,0.70198905,0.8050558
21191,HD9,414150,408306,Unsurveyed/Urban,160,Kirklees,1,321000.0,False,HD9,0.251482511,0.28840543
21192,DE3,435996,335424,Unsurveyed/Urban,50,Derby,1,,False,DE3,0.6198295,0.710833501
21193,S41,438000,374400,Unsurveyed/Urban,70,Chesterfield,1,227400.0,True,S41,0.404332342,0.46369683
21194,PE2,521786,296366,Cambisols,10,Peterborough,1,204900.0,False,PE2,0.269463336,0.309026219
21195,LE2,463185,299972,Unsurveyed/Urban,100,Oadby and Wigston,1,391800.0,False,LE2,0.226157115,0.259361735
21196,NR34,642260,290363,Unsurveyed/Urban,10,East Suffolk,1,221100.0,False,NR34,0.750044233,0.860166495
21197,TS15,446743,506340,Stagnosols,70,Hambleton,1,411100.0,False,TS15,0.516123758,0.591901576
21198,YO26,459054,452277,Unsurveyed/Urban,10,York,8,196500.0,False,YO26,0.694474347,0.796437781
21199,NE24,430536,580815,Unsurveyed/Urban,10,Northumberland,1,224300.0,False,NE24,0.643009877,0.737417245
21200,LN11,539267,388874,Stagnosols,10,East Lindsey,1,229300.0,False,LN11,0.644853472,0.739531519
21201,IP13,628533,262096,Cambisols,30,East Suffolk,1,340500.0,False,IP13,0.773848089,0.887465258
21202,TS3,450977,518844,Unsurveyed/Urban,10,Middlesbrough,1,258800.0,False,TS3,0.027494663,0.031531457
21203,LS16,427100,439000,Unsurveyed/Urban,130,Leeds,1,310800.0,False,LS16,0.623681096,0.715250593
21204,NE5,419154,567894,Unsurveyed/Urban,110,Newcastle upon Tyne,1,188700.0,False,NE5,0.176319432,0.202206832
21205,NE61,414273,581127,Stagnosols,90,Northumberland,1,359100.0,False,NE61,0.373461252,0.428293215
21206,BD11,418995,425223,Unsurveyed/Urban,90,Kirklees,1,237600.0,False,BD11,1.016993783,1.166309851
21207,ST16,392750,324573,Unsurveyed/Urban,80,Stafford,1,150800.0,False,ST16,0.300632154,0.344771274
21208,LS12,427704,433491,Unsurveyed/Urban,70,Leeds,1,116700.0,False,LS12,0.436137812,0.500172012
21209,SK14,394864,395017,Unsurveyed/Urban,100,Tameside,1,,False,SK14,0.118349421,0.135725604
21210,PE33,569700,301993,Stagnosols,30,King's Lynn and West Norfolk,1,316600.0,False,PE33,0.298922678,0.342810812
21211,HU8,510604,430696,Unsurveyed/Urban,10,"Kingston upon Hull, City of",6,109600.0,False,HU8,0.307067046,0.352150943
21212,DH7,424131,539329,Unsurveyed/Urban,110,County Durham,1,167200.0,False,DH7,0.27554215,0.315997531
21213,HU1,509122,428629,Unsurveyed/Urban,0,"Kingston upon Hull, City of",1,186200.0,False,HU1,0.742988343,0.852074652
21214,NG5,458729,344080,Unsurveyed/Urban,70,Gedling,1,336900.0,False,NG5,0.140993947,0.161694822
21215,S40,438050,371088,Unsurveyed/Urban,90,Chesterfield,1,170300.0,False,S40,0.254032783,0.291330137
21216,LN2,497221,370656,Unsurveyed/Urban,10,Lincoln,1,267400.0,False,LN2,0.264729034,0.303596822
21217,LN9,525200,370035,Cambisols,40,East Lindsey,1,231900.0,False,LN9,0.344518489,0.395101046
21218,LE16,481481,288164,Leptosols,110,North Northamptonshire,1,256700.0,False,LE16,0.76264302,0.874615049
21219,B20,405498,289132,Unsurveyed/Urban,140,Birmingham,1,290200.0,False,B20,0.042826451,0.049114275
21220,NN8,490344,267897,Unsurveyed/Urban,50,North Northamptonshire,1,211700.0,False,NN8,0.303836288,0.348445843
21221,LS1,429855,433504,Unsurveyed/Urban,40,Leeds,1,1715900.0,False,LS1,0.128552753,0.147427
21222,PE12,532516,321423,Gleysols,0,South Holland,4,225100.0,False,PE12,0.218685971,0.250793669
21223,WV12,397302,301976,Unsurveyed/Urban,160,Walsall,1,184900.0,False,WV12,0.289957481,0.332529335
21224,SK12,400385,386416,Stagnosols,160,High Peak,1,,False,SK12,0.71712137,0.822409863
21225,PE6,513568,310484,Cambisols,10,South Kesteven,1,251100.0,False,PE6,0.393948826,0.451788795
21226,NR6,619958,310455,Unsurveyed/Urban,10,Norwich,6,266300.0,False,NR6,0.261070003,0.299400568
21227,IP13,626592,264405,Stagnosols,50,East Suffolk,1,839700.0,False,IP13,0.773848089,0.887465258
21228,LE13,474398,319984,Unsurveyed/Urban,100,Melton,1,266300.0,False,LE13,0.475746002,0.545595517
21229,DH8,411476,550153,Unsurveyed/Urban,260,County Durham,1,144600.0,False,DH8,0.183891315,0.210890426
21230,LS21,416642,448321,Stagnosols,130,Harrogate,1,386900.0,False,LS21,0.792974531,0.909399864
21231,B16,404836,286159,Unsurveyed/Urban,160,Birmingham,1,,False,B16,0.100592352,0.115361424
21232,PE9,507757,309094,Stagnosols,20,South Kesteven,1,385400.0,False,PE9,0.339431747,0.389267463
21233,DN14,464450,424272,Gleysols,10,Selby,8,263500.0,False,DN14,0.412275423,0.472806123
21234,HD1,413500,415100,Unsurveyed/Urban,90,Kirklees,1,401200.0,False,HD1,0.291888215,0.334743542
21235,PE14,549396,310185,Gleysols,0,King's Lynn and West Norfolk,8,276400.0,False,PE14,0.301604099,0.345885922
21236,B77,421405,303425,Unsurveyed/Urban,70,Tamworth,1,,False,B77,0.16855405,0.193301328
21237,SR5,436440,559152,Unsurveyed/Urban,50,Sunderland,1,132800.0,False,SR5,0.269284701,0.308821357
21238,DN8,469264,412771,Leptosols,10,Doncaster,6,144300.0,False,DN8,0.347709395,0.398760445
21239,DN32,528596,409974,Unsurveyed/Urban,10,North East Lincolnshire,4,45700.0,False,DN32,0.304108417,0.348757926
21240,LE4,461090,306663,Unsurveyed/Urban,60,Leicester,1,229100.0,False,LE4,0.084137103,0.096490198
21241,SK23,406224,381389,Stagnosols,220,High Peak,1,254300.0,False,SK23,0.670658496,0.769125263
21242,SK23,404122,382559,Stagnosols,200,High Peak,1,314100.0,False,SK23,0.670658496,0.769125263
21243,DN36,528443,402070,Stagnosols,20,East Lindsey,1,222000.0,False,DN36,0.399876438,0.458586705
21244,BD14,411598,431579,Unsurveyed/Urban,250,Bradford,1,102200.0,False,BD14,0.100114063,0.114812912
21245,DE74,448736,327015,Cambisols,40,North West Leicestershire,7,246600.0,False,DE74,0.528429821,0.606014428
21246,DE65,429430,328553,Unsurveyed/Urban,50,South Derbyshire,5,115600.0,False,DE65,1.197568308,1.373396512
21247,LS8,431591,435587,Unsurveyed/Urban,50,Leeds,5,155900.0,False,LS8,0.152429179,0.174808987
21248,NN16,486804,278891,Unsurveyed/Urban,90,North Northamptonshire,1,175900.0,False,NN16,0.432972025,0.496541421
21249,SK5,389488,393794,Unsurveyed/Urban,80,Stockport,1,172700.0,False,SK5,0.234526031,0.268959383
21250,YO25,509217,466960,Cambisols,40,East Riding of Yorkshire,1,,False,YO25,0.659101867,0.755871878
21251,S65,447145,394909,Unsurveyed/Urban,70,Rotherham,1,194200.0,False,S65,0.065082128,0.074637553
21252,PE4,518390,302486,Unsurveyed/Urban,10,Peterborough,1,223400.0,False,PE4,0.2439493,0.279766185
21253,DN5,456420,405347,Unsurveyed/Urban,10,Doncaster,1,113400.0,False,DN5,0.220407404,0.252767844
21254,WS13,411300,309700,Unsurveyed/Urban,90,Lichfield,1,296100.0,False,WS13,0.721150644,0.827030719
21255,HG4,431300,471100,Unsurveyed/Urban,30,Harrogate,1,265400.0,False,HG4,1.143413633,1.311290793
21256,LE4,459851,309940,Unsurveyed/Urban,50,Charnwood,1,245300.0,False,LE4,0.084137103,0.096490198
21257,WV6,382154,298828,Cambisols,110,South Staffordshire,1,255200.0,False,WV6,0.405223419,0.464718736
21258,B24,410906,291898,Unsurveyed/Urban,120,Birmingham,1,181000.0,False,B24,0.149743808,0.171729347
21259,WV12,397728,301071,Unsurveyed/Urban,150,Walsall,1,212500.0,False,WV12,0.289957481,0.332529335
21260,DL3,429177,514182,Unsurveyed/Urban,40,Darlington,1,274700.0,False,DL3,0.159081461,0.182437964
21261,S72,440274,412332,Planosols,90,Wakefield,1,189600.0,False,S72,0.145118612,0.166425076
21262,NR6,621860,312123,Unsurveyed/Urban,30,Broadland,1,261500.0,False,NR6,0.261070003,0.299400568
21263,NN14,480453,283233,Cambisols,120,North Northamptonshire,1,144800.0,False,NN14,0.70198905,0.8050558
21264,BD12,415298,428372,Unsurveyed/Urban,170,Bradford,1,190500.0,False,BD12,0.164744432,0.188932379
21265,NE12,427719,569388,Unsurveyed/Urban,60,North Tyneside,1,,False,NE12,0.191230736,0.219307428
21266,B31,402059,279708,Unsurveyed/Urban,180,Birmingham,1,254600.0,False,B31,0.160655572,0.184243188
21267,ST15,389881,333017,Cambisols,90,Stafford,1,360600.0,False,ST15,1.106867028,1.269378377
21268,YO60,465009,466503,Stagnosols,70,Ryedale,1,410000.0,False,YO60,1.831654845,2.100580284
21269,DH6,431811,535869,Unsurveyed/Urban,100,County Durham,1,260600.0,False,DH6,0.18217241,0.20891915
21270,NR12,630200,320978,Cambisols,10,North Norfolk,1,459600.0,False,NR12,0.540604789,0.619976937
21271,YO30,460022,453463,Unsurveyed/Urban,10,York,1,298000.0,False,YO30,0.492786541,0.565137965
21272,NR14,626628,302360,Arenosols,60,South Norfolk,1,344800.0,False,NR14,1.587804001,1.820927009
21273,M34,392491,393950,Unsurveyed/Urban,90,Tameside,1,452200.0,False,M34,0.206154432,0.236422237
21274,DL8,411866,493621,Stagnosols,250,Richmondshire,1,301200.0,False,DL8,1.856077621,2.128588836
21275,LS10,431217,429760,Unsurveyed/Urban,70,Leeds,1,87200.0,False,LS10,0.114841654,0.131702823
21276,DN17,487703,409671,Unsurveyed/Urban,10,North Lincolnshire,1,130600.0,False,DN17,0.382050985,0.438144102
21277,NR3,623556,310242,Unsurveyed/Urban,20,Norwich,1,218600.0,False,NR3,0.278059389,0.318884353
21278,NE63,426950,587032,Unsurveyed/Urban,30,Northumberland,1,187000.0,False,NE63,0.531236788,0.609233517
21279,DN22,470123,382312,Unsurveyed/Urban,10,Bassetlaw,3,189700.0,False,DN22,0.382147995,0.438255354
21280,NR10,621825,315505,Arenosols,20,Broadland,1,292700.0,False,NR10,0.470583086,0.539674576
21281,HX5,410978,420884,Unsurveyed/Urban,90,Calderdale,1,165100.0,False,HX5,0.554109225,0.635464109
21282,WA16,376115,377961,Unsurveyed/Urban,60,Cheshire East,1,671500.0,False,WA16,0.479104001,0.54944654
21283,LS25,441242,432760,Unsurveyed/Urban,70,Leeds,1,250200.0,False,LS25,0.370276615,0.424641007
21284,DL2,412423,520547,Cambisols,110,County Durham,7,96800.0,False,DL2,0.738437518,0.84685567
21285,DE4,428817,353700,Stagnosols,140,Derbyshire Dales,1,311800.0,False,DE4,0.833920838,0.956357949
21286,NG17,450880,353927,Unsurveyed/Urban,170,Ashfield,1,185000.0,False,NG17,0.162373233,0.186213037
21287,DN19,506638,420307,Luvisols,20,North Lincolnshire,1,218500.0,False,DN19,0.493884222,0.566396809
21288,DL3,428400,514700,Unsurveyed/Urban,50,Darlington,1,318200.0,False,DL3,0.159081461,0.182437964
21289,S70,436608,405711,Unsurveyed/Urban,80,Barnsley,1,54200.0,False,S70,0.217122065,0.249000149
21290,WS15,405080,316862,Arenosols,80,Cannock Chase,1,185600.0,False,WS15,0.532002984,0.610112206
21291,WF13,423303,422434,Unsurveyed/Urban,120,Kirklees,1,100100.0,False,WF13,0.277772253,0.31855506
21292,HU11,516331,433077,Unsurveyed/Urban,10,East Riding of Yorkshire,6,159300.0,False,HU11,0.537219042,0.616094092
21293,B34,415056,289111,Unsurveyed/Urban,100,Birmingham,1,170900.0,False,B34,0.117742386,0.135029444
21294,TS16,442532,515791,Stagnosols,20,Stockton-on-Tees,1,210700.0,False,TS16,0.444636653,0.509918661
21295,S70,435556,405834,Unsurveyed/Urban,80,Barnsley,1,97700.0,False,S70,0.217122065,0.249000149
21296,NE6,427054,564894,Unsurveyed/Urban,50,Newcastle upon Tyne,1,192900.0,False,NE6,0.283011595,0.324563647
21297,BD17,413740,439153,Stagnosols,150,Bradford,1,326700.0,False,BD17,0.420959603,0.482765322
21298,YO3,461918,452692,Unsurveyed/Urban,10,York,1,,False,,,
21299,DN35,529518,408334,Unsurveyed/Urban,10,North East Lincolnshire,1,141900.0,False,DN35,0.183281288,0.210190835
21300,TS24,451200,534500,Unsurveyed/Urban,10,Hartlepool,1,134300.0,False,TS24,0.152773087,0.175203388
21301,DE3,434361,337463,Unsurveyed/Urban,60,Derby,1,,False,DE3,0.6198295,0.710833501
21302,DL15,416592,535757,Unsurveyed/Urban,150,County Durham,1,68900.0,False,DL15,0.213685498,0.245059022
21303,LS8,432134,438317,Unsurveyed/Urban,130,Leeds,1,531000.0,False,LS8,0.152429179,0.174808987
21304,BD7,414798,432325,Unsurveyed/Urban,150,Bradford,1,92300.0,False,BD7,0.105838931,0.121378311
21305,DN14,455950,423444,Leptosols,10,Selby,1,468900.0,False,DN14,0.412275423,0.472806123
21306,M34,391210,395487,Unsurveyed/Urban,90,Tameside,1,191700.0,False,M34,0.206154432,0.236422237
21307,LN4,520873,354944,Gleysols,0,East Lindsey,7,186600.0,False,LN4,0.566154892,0.649278332
21308,B36,414103,290228,Unsurveyed/Urban,80,Birmingham,1,184100.0,False,B36,0.136006762,0.155975414
21309,SR7,441280,549191,Unsurveyed/Urban,80,County Durham,1,314500.0,False,SR7,0.120060468,0.137687868
21310,WS13,412105,309615,Unsurveyed/Urban,90,Lichfield,1,130100.0,False,WS13,0.721150644,0.827030719
21311,YO12,503085,486332,Unsurveyed/Urban,60,Scarborough,1,131300.0,False,YO12,0.283344475,0.324945401
21312,DN22,468767,375608,Arenosols,30,Bassetlaw,1,249100.0,False,DN22,0.382147995,0.438255354
21313,BD5,416081,432361,Unsurveyed/Urban,130,Bradford,1,116000.0,False,BD5,0.107724429,0.12354064
21314,DN31,526172,409777,Unsurveyed/Urban,10,North East Lincolnshire,5,56100.0,False,DN31,0.540892975,0.620307435
21315,DN7,464897,409453,Unsurveyed/Urban,10,Doncaster,8,152100.0,False,DN7,0.115680049,0.132664312
21316,NE22,429865,583519,Unsurveyed/Urban,10,Northumberland,1,27000.0,False,NE22,0.563726254,0.64649312
21317,ST13,399519,357264,Unsurveyed/Urban,210,Staffordshire Moorlands,1,129500.0,False,ST13,0.619455667,0.710404782
21318,DN17,483755,409351,Cambisols,0,North Lincolnshire,8,174400.0,True,DN17,0.382050985,0.438144102
21319,PE11,524562,331152,Gleysols,0,South Holland,5,239200.0,False,PE11,0.314322144,0.360471243
21320,YO3,460461,453171,Unsurveyed/Urban,10,York,1,,False,,,
21321,DE6,423688,350343,Stagnosols,190,Derbyshire Dales,1,281400.0,False,DE6,0.749624832,0.859685516
21322,S65,443400,394000,Unsurveyed/Urban,30,Rotherham,1,173800.0,True,S65,0.065082128,0.074637553
21323,S31,446575,385608,Unsurveyed/Urban,90,Rotherham,1,,False,,,
21324,NE24,431715,581567,Unsurveyed/Urban,10,Northumberland,1,143100.0,False,NE24,0.643009877,0.737417245
21325,NG24,479534,353696,Unsurveyed/Urban,10,Newark and Sherwood,1,164900.0,False,NG24,0.394938677,0.452923978
21326,S41,437892,372670,Unsurveyed/Urban,100,Chesterfield,1,117900.0,False,S41,0.404332342,0.46369683
21327,HU2,509849,430177,Unsurveyed/Urban,10,"Kingston upon Hull, City of",1,208900.0,True,HU2,0.46473997,0.532973568
21328,NG20,457320,366731,Unsurveyed/Urban,80,Mansfield,1,139800.0,False,NG20,0.213796364,0.245186165
21329,NN17,489852,289360,Unsurveyed/Urban,100,North Northamptonshire,1,,False,NN17,0.174436174,0.200047071
21330,DN40,519900,416200,Gleysols,10,North East Lincolnshire,1,145000.0,True,DN40,0.284229941,0.325960872
21331,NG2,458585,336483,Unsurveyed/Urban,30,Rushcliffe,1,525000.0,False,NG2,0.223160615,0.255925285
21332,HX1,408302,425143,Unsurveyed/Urban,200,Calderdale,1,415900.0,False,HX1,0.458088551,0.52534558
21333,HU1,509400,428800,Unsurveyed/Urban,0,"Kingston upon Hull, City of",1,316700.0,False,HU1,0.742988343,0.852074652
21334,NE7,426282,567311,Unsurveyed/Urban,70,Newcastle upon Tyne,1,689200.0,False,NE7,0.256326969,0.293961157
21335,ST16,391803,322843,Unsurveyed/Urban,80,Stafford,1,,False,ST16,0.300632154,0.344771274
21336,S80,452734,376809,Unsurveyed/Urban,110,Bolsover,1,124200.0,False,S80,0.335654769,0.384935946
21337,DN3,463292,409514,Gleysols,10,Doncaster,8,170200.0,False,DN3,0.201951472,0.231602193
21338,YO3,460700,453500,Unsurveyed/Urban,10,York,1,,False,,,
21339,B17,402671,286089,Unsurveyed/Urban,180,Birmingham,1,375500.0,False,B17,0.161067351,0.184715424
21340,B3,407077,287157,Unsurveyed/Urban,130,Birmingham,1,23860800.0,False,B3,0.083367874,0.09560803
